poll	workload	req_delay	req_min	req_max	rep_delay	rep_min	rep_max	avg_coord_queue[s]	mac_percentage_dropped
745	300	328.753	327.883	329.661	0.004	0.004	0.004	326.966	0.028
750	300	329.580	328.703	330.493	0.004	0.004	0.004	327.777	0.028
755	300	330.658	329.959	331.486	0.004	0.004	0.004	329.022	0.028
760	300	331.593	330.982	332.238	0.004	0.004	0.004	329.942	0.028
765	300	332.302	331.687	332.951	0.004	0.004	0.004	330.637	0.028
770	300	332.971	332.352	333.623	0.004	0.004	0.004	331.292	0.028
775	300	333.888	333.264	334.543	0.004	0.004	0.004	332.194	0.029
780	300	334.479	333.852	335.138	0.004	0.004	0.005	332.772	0.029
785	300	335.323	334.692	335.986	0.004	0.004	0.004	333.602	0.029
790	300	336.133	335.497	336.798	0.004	0.004	0.004	334.397	0.029
795	300	336.510	335.969	337.278	0.004	0.004	0.004	334.959	0.029
800	300	337.246	336.702	338.018	0.004	0.004	0.004	335.682	0.030
805	300	337.947	337.399	338.723	0.004	0.004	0.004	336.371	0.030
810	300	338.613	338.062	339.393	0.004	0.004	0.005	337.024	0.030
815	300	339.448	338.997	340.028	0.004	0.004	0.004	337.847	0.030
820	300	340.046	339.592	340.628	0.004	0.004	0.004	338.432	0.030
825	300	340.713	340.152	341.506	0.004	0.004	0.004	339.086	0.030
830	300	341.451	340.992	342.038	0.004	0.004	0.004	339.812	0.061
835	300	341.946	341.484	342.536	0.004	0.004	0.004	340.295	0.031
840	300	342.726	342.262	343.318	0.004	0.004	0.004	341.062	0.031
845	300	343.261	342.687	344.071	0.004	0.004	0.005	341.585	0.031
850	300	343.563	342.877	344.268	0.004	0.004	0.004	341.661	0.031
855	300	344.250	343.560	344.958	0.004	0.004	0.004	342.334	0.032
860	300	345.147	343.686	346.408	0.004	0.004	0.004	342.452	0.032
865	300	345.533	344.835	346.248	0.004	0.004	0.004	343.589	0.032
870	300	346.130	345.427	346.848	0.004	0.004	0.004	344.171	0.032
875	300	346.696	345.990	347.418	0.004	0.004	0.004	344.724	0.032
880	300	347.233	346.522	347.958	0.004	0.004	0.004	345.246	0.032
885	300	347.854	347.025	348.811	0.004	0.004	0.004	345.853	0.033
890	300	348.561	347.842	349.293	0.004	0.004	0.004	346.547	0.033
895	300	349.010	348.288	349.746	0.004	0.004	0.004	346.982	0.033
900	300	349.546	348.702	350.518	0.004	0.004	0.004	347.503	0.033
905	300	350.171	349.440	350.913	0.004	0.004	0.004	348.114	0.033
910	300	350.651	349.798	351.633	0.004	0.004	0.004	348.580	0.034
915	300	351.222	350.483	351.971	0.004	0.004	0.004	349.137	0.034
920	300	351.886	351.143	352.638	0.004	0.004	0.004	349.787	0.034
925	300	352.284	351.415	353.281	0.004	0.004	0.004	350.170	0.034
930	300	352.775	352.023	353.533	0.004	0.004	0.004	350.647	0.034
935	300	353.361	352.605	354.123	0.004	0.004	0.005	351.220	0.035
940	300	353.600	352.595	354.488	0.004	0.004	0.004	351.203	0.035
945	300	354.136	353.125	355.028	0.004	0.004	0.004	351.723	0.035
950	300	354.647	353.630	355.543	0.004	0.004	0.004	352.218	0.035
955	300	355.133	354.110	356.033	0.004	0.004	0.004	352.688	0.035
960	300	355.594	354.565	356.498	0.004	0.004	0.004	353.133	0.035
965	300	356.030	354.995	356.938	0.004	0.004	0.004	353.553	0.036
970	300	356.569	355.400	357.738	0.005	0.004	0.007	354.077	0.036
975	300	356.955	355.780	358.131	0.004	0.004	0.004	354.448	0.036
980	300	357.577	356.525	358.498	0.004	0.004	0.004	355.054	0.036
985	300	358.503	357.441	359.431	0.004	0.004	0.005	355.957	0.036
990	300	358.229	357.165	359.158	0.004	0.004	0.004	355.806	0.036
995	300	358.782	357.845	359.451	0.004	0.004	0.004	356.344	0.037
1000	300	359.180	358.105	360.118	0.004	0.004	0.004	356.728	0.037
1005	300	359.690	358.742	360.363	0.004	0.004	0.004	357.222	0.037
1010	300	360.042	358.955	360.988	0.004	0.004	0.004	357.560	0.037
1015	300	360.507	359.550	361.186	0.004	0.004	0.004	358.010	0.037
1020	300	361.087	360.125	361.768	0.004	0.004	0.004	358.575	0.038
1025	300	361.372	360.268	362.331	0.004	0.004	0.004	358.845	0.038
1030	300	361.573	360.189	362.673	0.004	0.004	0.004	358.761	0.038
1035	300	361.952	360.699	362.778	0.004	0.004	0.004	359.123	0.038
1040	300	362.448	361.189	363.278	0.004	0.004	0.005	359.603	0.038
1045	300	362.925	361.659	363.758	0.004	0.004	0.004	360.064	0.038
1050	300	363.382	362.109	364.218	0.004	0.004	0.004	360.504	0.039
1055	300	363.533	362.112	364.658	0.004	0.004	0.004	360.639	0.039
1060	300	363.948	362.519	365.078	0.004	0.004	0.004	361.038	0.039
1065	300	364.343	362.907	365.478	0.004	0.004	0.004	361.416	0.039
1070	300	365.009	363.709	365.858	0.004	0.004	0.004	362.065	0.039
1075	300	365.365	364.059	366.218	0.004	0.004	0.004	362.405	0.040
1080	300	365.702	364.389	366.558	0.004	0.004	0.005	362.725	0.040
1085	300	366.019	364.700	366.878	0.004	0.004	0.004	363.025	0.040
1090	300	366.464	364.990	367.623	0.004	0.004	0.004	363.454	0.040
1095	300	366.741	365.260	367.906	0.004	0.004	0.004	363.715	0.040
1100	300	367.299	365.960	368.168	0.004	0.004	0.004	364.256	0.040
1105	300	367.538	366.192	368.411	0.004	0.004	0.004	364.479	0.041
1110	300	367.909	366.405	369.088	0.004	0.004	0.004	364.833	0.041
1115	300	368.414	367.055	369.293	0.004	0.004	0.004	365.322	0.041
1120	300	368.396	366.576	369.335	0.004	0.004	0.004	364.838	0.041
1125	300	368.559	366.728	369.906	0.004	0.004	0.004	365.135	0.041
1130	300	369.011	367.326	370.053	0.004	0.004	0.004	365.568	0.042
1135	300	368.037	364.814	369.848	0.004	0.004	0.004	363.222	0.083
1140	300	369.707	368.006	370.758	0.004	0.004	0.004	366.229	0.042
1145	300	369.951	368.084	371.321	0.004	0.004	0.004	366.454	0.042
1150	300	370.334	368.616	371.393	0.004	0.004	0.004	366.820	0.042
1155	300	371.018	369.607	371.923	0.005	0.004	0.006	367.327	0.042
1160	300	371.767	370.505	372.838	0.004	0.004	0.004	368.839	0.043
1165	300	367.639	363.658	371.621	0.005	0.004	0.005	361.873	0.296
1170	300	372.943	372.152	373.538	0.004	0.004	0.004	370.301	0.043
1175	300	373.083	372.127	374.006	0.004	0.004	0.004	370.428	0.043
1180	300	373.533	372.572	374.458	0.004	0.004	0.004	370.864	0.043
1185	300	374.640	373.693	375.588	0.004	0.004	0.004	371.801	0.262
1190	300	374.421	374.112	375.023	0.004	0.004	0.004	372.215	0.044
1195	300	374.824	374.514	375.428	0.004	0.004	0.004	372.607	0.044
1200	300	374.879	374.402	375.818	0.004	0.004	0.004	372.651	0.044
1205	300	375.251	374.772	376.193	0.004	0.004	0.004	373.012	0.044
1210	300	375.608	375.127	376.553	0.004	0.004	0.004	373.358	0.045
1215	300	375.949	375.467	376.898	0.004	0.004	0.004	373.689	0.045
1220	300	376.276	375.792	377.228	0.004	0.004	0.004	374.005	0.045
1225	300	376.588	376.102	377.543	0.004	0.004	0.004	374.306	0.045
1230	300	376.884	376.397	377.843	0.004	0.004	0.004	374.592	0.045
1235	300	377.166	376.677	378.128	0.004	0.004	0.004	374.862	0.046
1240	300	377.433	376.942	378.398	0.004	0.004	0.004	375.118	0.046
1245	300	377.684	377.192	378.653	0.004	0.004	0.004	375.359	0.046
1250	300	378.642	378.146	379.616	0.004	0.004	0.004	376.299	0.046
1255	300	378.494	378.174	379.118	0.004	0.004	0.004	376.148	0.046
1260	300	378.703	378.382	379.328	0.004	0.004	0.004	376.345	0.046
1265	300	378.896	378.574	379.523	0.004	0.004	0.004	376.528	0.047
1270	300	379.253	378.752	380.238	0.004	0.004	0.004	376.874	0.047
1275	300	379.417	378.914	380.406	0.004	0.004	0.004	377.027	0.047
1280	300	379.926	379.602	380.558	0.004	0.004	0.004	377.525	0.047
1285	300	380.062	379.737	380.696	0.004	0.004	0.004	377.650	0.047
1290	300	380.364	379.857	381.363	0.004	0.004	0.004	377.942	0.048
1295	300	380.471	379.962	381.473	0.004	0.004	0.004	378.038	0.048
1300	300	380.929	380.602	381.568	0.004	0.004	0.004	378.485	0.048
1305	300	381.192	380.679	382.201	0.004	0.004	0.004	378.737	0.048
1310	300	381.256	380.742	382.268	0.004	0.004	0.004	378.791	0.048
1315	300	381.355	381.347	381.363	0.004	0.004	0.004	379.190	0.097
1320	300	381.713	381.382	382.358	0.004	0.004	0.004	379.413	0.049
1325	300	382.295	381.981	382.525	0.004	0.004	0.004	379.798	0.049
1330	300	382.304	381.972	382.953	0.004	0.004	0.004	379.984	0.049
1335	300	382.676	382.532	382.948	0.004	0.004	0.004	380.346	0.049
1340	300	382.846	382.512	383.498	0.004	0.004	0.004	380.506	0.049
1345	300	383.193	383.049	383.466	0.004	0.004	0.004	380.844	0.050
1350	300	383.338	383.002	383.993	0.004	0.004	0.004	380.978	0.050
1355	300	383.661	383.517	383.933	0.004	0.004	0.004	381.291	0.050
1360	300	383.779	383.442	384.438	0.004	0.004	0.004	381.399	0.050
1365	300	384.078	383.934	384.351	0.004	0.004	0.004	381.689	0.050
1370	300	384.171	383.832	384.833	0.004	0.004	0.004	381.771	0.051
1375	300	384.642	384.302	385.306	0.004	0.004	0.004	382.232	0.051
1380	300	384.906	384.762	385.178	0.004	0.004	0.004	382.486	0.051
1385	300	384.961	384.619	385.628	0.004	0.004	0.004	382.531	0.051
1390	300	385.201	385.057	385.473	0.004	0.004	0.004	382.761	0.051
1395	300	385.628	385.484	385.901	0.004	0.004	0.004	383.179	0.051
1400	300	385.646	385.302	386.318	0.004	0.004	0.004	383.186	0.052
1405	300	386.052	385.707	386.726	0.004	0.004	0.004	383.582	0.052
1410	300	386.246	386.102	386.518	0.004	0.004	0.004	383.767	0.052
1415	300	386.226	385.879	386.903	0.004	0.004	0.004	383.737	0.052
1420	300	386.599	386.252	387.278	0.004	0.004	0.004	384.100	0.052
1425	300	386.963	386.614	387.643	0.004	0.004	0.004	384.453	0.053
1430	300	387.111	386.967	387.383	0.004	0.004	0.004	384.592	0.053
1435	300	387.453	387.309	387.726	0.004	0.004	0.004	384.924	0.053
1440	300	387.373	387.022	388.058	0.004	0.004	0.004	384.833	0.053
1445	300	387.693	387.342	388.381	0.004	0.004	0.004	385.144	0.053
1450	300	388.004	387.652	388.693	0.004	0.004	0.004	385.445	0.053
1455	300	388.305	387.952	388.996	0.005	0.004	0.005	385.736	0.054
1460	300	388.386	388.242	388.658	0.004	0.004	0.004	385.807	0.054
1465	300	388.666	388.522	388.938	0.004	0.004	0.004	386.077	0.054
1470	300	388.936	388.792	389.208	0.004	0.004	0.004	386.337	0.054
1475	300	389.196	389.052	389.468	0.004	0.004	0.004	386.587	0.054
1480	300	389.446	389.302	389.718	0.004	0.004	0.004	386.827	0.055
1485	300	389.258	388.899	389.958	0.004	0.004	0.004	386.629	0.055
1490	300	389.486	389.127	390.188	0.004	0.004	0.004	386.847	0.055
1495	300	389.704	389.344	390.408	0.004	0.004	0.004	387.055	0.055
20	350	0.774	0.018	1.171	0.364	0.147	0.695	1.222	0.051
25	350	2.419	0.033	3.656	0.326	0.205	0.548	3.629	0.089
30	350	0.849	0.021	1.266	0.219	0.118	0.349	1.247	0.051
35	350	0.911	0.055	1.375	0.610	0.579	0.668	1.289	0.406
40	350	0.073	0.054	0.094	0.348	0.014	0.759	0.051	0.152
45	350	0.039	0.025	0.055	0.032	0.007	0.070	0.020	0.006
50	350	0.999	0.032	1.496	0.366	0.071	0.697	1.439	0.044
55	350	0.066	0.032	0.091	0.025	0.004	0.035	0.034	0.006
60	350	0.069	0.036	0.095	0.127	0.006	0.289	0.036	0.006
65	350	0.083	0.055	0.104	0.004	0.004	0.004	0.053	0.133
70	350	0.052	0.038	0.067	0.004	0.004	0.005	0.029	0.006
75	350	0.083	0.042	0.113	0.018	0.005	0.029	0.044	0.006
80	350	0.064	0.044	0.083	0.004	0.004	0.005	0.036	0.013
85	350	0.091	0.045	0.122	0.032	0.012	0.066	0.049	0.006
90	350	0.062	0.047	0.078	0.058	0.011	0.096	0.035	0.006
95	350	0.089	0.055	0.114	0.069	0.038	0.085	0.048	0.006
100	350	0.239	0.180	0.283	0.864	0.330	1.881	0.183	0.006
105	350	0.080	0.064	0.097	0.526	0.516	0.536	0.047	0.006
110	350	76.957	76.843	77.048	0.004	0.004	0.004	76.706	0.091
115	350	0.122	0.065	0.165	0.005	0.004	0.006	0.071	0.006
120	350	45.513	45.335	45.672	0.207	0.006	0.518	45.422	0.014
125	350	0.191	0.164	0.218	0.027	0.008	0.037	0.144	0.013
130	350	0.096	0.069	0.118	0.004	0.004	0.005	0.056	0.006
135	350	0.114	0.069	0.144	0.004	0.004	0.004	0.067	0.006
140	350	0.134	0.074	0.173	0.005	0.004	0.006	0.082	0.006
145	350	0.194	0.111	0.245	0.006	0.005	0.006	0.141	0.121
150	350	99.059	98.907	99.197	0.005	0.005	0.006	98.715	0.008
155	350	0.251	0.230	0.272	0.010	0.004	0.020	0.201	0.006
160	350	0.104	0.084	0.123	0.004	0.004	0.004	0.063	0.006
165	350	0.120	0.087	0.145	0.010	0.004	0.015	0.074	0.006
170	350	0.137	0.091	0.168	0.006	0.004	0.010	0.087	0.006
175	350	13.703	13.663	13.737	0.005	0.004	0.006	13.618	0.078
180	350	22.451	22.331	22.564	0.006	0.004	0.010	22.388	0.007
185	350	34.074	34.042	34.112	0.004	0.004	0.004	33.944	0.007
190	350	45.049	45.024	45.089	0.004	0.004	0.004	44.896	0.007
195	350	55.305	55.250	55.338	0.004	0.004	0.004	55.095	0.007
200	350	189.337	188.741	189.795	0.004	0.004	0.004	188.384	0.011
205	350	235.420	234.468	236.197	0.004	0.004	0.005	234.316	0.013
210	350	83.427	83.309	83.549	0.004	0.004	0.004	83.168	0.008
215	350	91.967	91.839	92.096	0.004	0.004	0.004	91.682	0.008
220	350	100.113	99.991	100.242	0.004	0.004	0.004	99.819	0.008
225	350	107.907	107.777	108.042	0.004	0.004	0.004	107.588	0.008
230	350	115.363	115.225	115.506	0.004	0.004	0.004	115.021	0.009
235	350	122.438	122.164	122.691	0.007	0.004	0.012	121.944	0.009
240	350	129.206	129.114	129.336	0.006	0.004	0.010	128.767	0.009
245	350	135.681	135.503	135.845	0.004	0.004	0.004	135.303	0.009
250	350	142.419	142.260	142.563	0.005	0.004	0.006	142.006	0.009
255	350	147.736	147.623	147.885	0.006	0.004	0.010	147.405	0.009
260	350	153.713	153.510	153.880	0.004	0.004	0.005	153.211	0.010
265	350	159.456	159.291	159.629	0.004	0.004	0.005	158.991	0.010
270	350	164.659	164.454	164.855	0.004	0.004	0.004	164.141	0.010
275	350	169.890	169.677	170.092	0.004	0.004	0.004	169.348	0.010
280	350	174.875	174.654	175.084	0.004	0.004	0.004	174.310	0.010
285	350	179.718	179.507	179.895	0.004	0.004	0.004	179.148	0.011
290	350	184.207	183.969	184.369	0.004	0.004	0.004	183.576	0.021
295	350	188.718	188.450	188.927	0.004	0.004	0.004	188.063	0.011
300	350	274.313	273.532	275.587	0.004	0.004	0.004	273.103	0.016
305	350	319.888	319.144	321.278	0.004	0.004	0.004	318.154	0.022
310	350	217.348	216.800	217.816	0.006	0.004	0.008	216.605	0.012
315	350	205.578	205.265	205.899	0.004	0.004	0.004	204.897	0.012
320	350	209.239	208.894	209.615	0.004	0.004	0.004	208.512	0.012
325	350	213.147	212.793	213.530	0.004	0.004	0.004	212.422	0.012
330	350	216.552	216.137	216.968	0.005	0.004	0.006	215.753	0.012
335	350	218.479	216.921	219.551	0.004	0.004	0.004	216.503	0.136
340	350	223.548	223.282	223.895	0.004	0.004	0.004	222.843	0.013
345	350	226.875	226.604	227.226	0.004	0.004	0.004	226.150	0.013
350	350	229.930	229.564	230.286	0.005	0.004	0.006	229.098	0.013
355	350	233.028	232.598	233.424	0.004	0.004	0.004	232.148	0.013
360	350	236.211	235.766	236.486	0.006	0.004	0.010	235.172	0.013
365	350	238.918	238.595	239.257	0.004	0.004	0.004	238.086	0.014
370	350	242.082	241.752	242.426	0.004	0.004	0.004	241.228	0.014
375	350	244.577	244.208	244.992	0.004	0.004	0.004	243.704	0.014
380	350	247.317	246.976	247.668	0.004	0.004	0.004	246.424	0.014
385	350	249.935	249.589	250.291	0.004	0.004	0.004	249.023	0.014
390	350	252.825	251.601	253.731	0.004	0.004	0.004	251.022	0.173
395	350	259.206	258.916	259.541	0.004	0.004	0.004	258.310	0.235
400	350	257.396	257.070	257.803	0.004	0.004	0.004	256.500	0.015
405	350	259.758	259.427	260.169	0.004	0.004	0.004	258.843	0.015
410	350	262.099	261.763	262.515	0.004	0.004	0.004	261.166	0.015
415	350	264.386	264.086	264.726	0.004	0.004	0.005	263.435	0.015
420	350	266.625	266.279	267.051	0.004	0.004	0.004	265.655	0.016
425	350	268.777	268.469	269.124	0.004	0.004	0.004	267.790	0.016
430	350	270.890	270.534	271.326	0.004	0.004	0.004	269.884	0.016
435	350	272.967	272.606	273.408	0.004	0.004	0.004	271.942	0.032
440	350	274.932	274.387	275.603	0.004	0.004	0.004	273.666	0.033
445	350	276.727	276.356	277.041	0.004	0.004	0.004	275.621	0.016
450	350	278.632	278.210	279.042	0.004	0.004	0.004	277.508	0.017
455	350	280.519	280.091	280.933	0.004	0.004	0.005	279.376	0.017
460	350	282.392	282.007	282.714	0.004	0.004	0.004	281.230	0.017
465	350	284.208	283.817	284.532	0.004	0.004	0.004	283.026	0.017
470	350	285.968	285.523	286.395	0.004	0.004	0.004	284.767	0.017
475	350	287.897	287.598	288.328	0.004	0.004	0.004	286.828	0.018
480	350	289.556	289.253	289.991	0.004	0.004	0.004	288.469	0.018
485	350	291.271	290.965	291.710	0.005	0.004	0.007	290.168	0.018
490	350	292.892	292.582	293.336	0.004	0.004	0.004	291.772	0.018
495	350	294.464	294.104	295.007	0.007	0.004	0.012	293.280	0.037
500	350	295.957	295.695	296.299	0.005	0.004	0.006	294.859	0.019
505	350	297.461	297.197	297.805	0.004	0.004	0.004	296.347	0.019
510	350	299.243	298.778	299.987	0.006	0.004	0.009	297.915	0.019
515	350	300.570	300.274	300.976	0.005	0.004	0.007	299.397	0.019
520	350	301.956	301.685	302.308	0.004	0.004	0.005	300.795	0.019
525	350	303.403	303.188	303.639	0.004	0.004	0.004	302.225	0.019
530	350	304.016	303.381	304.552	0.004	0.004	0.004	302.469	0.020
535	350	306.062	305.601	306.603	0.004	0.004	0.004	304.612	0.020
540	350	307.327	306.861	307.689	0.004	0.004	0.004	305.920	0.020
545	350	308.171	307.514	308.722	0.004	0.004	0.004	306.562	0.020
550	350	311.076	310.598	311.635	0.004	0.004	0.004	309.625	0.204
555	350	311.156	310.739	311.589	0.004	0.004	0.004	309.757	0.021
560	350	312.302	311.881	312.739	0.004	0.004	0.004	310.886	0.021
565	350	313.571	313.146	314.011	0.004	0.004	0.004	312.138	0.021
570	350	314.703	314.340	315.014	0.004	0.004	0.004	313.319	0.021
575	350	315.966	315.667	316.143	0.004	0.004	0.004	314.565	0.021
580	350	317.093	316.724	317.407	0.004	0.004	0.004	315.676	0.043
585	350	211.246	1.097	317.264	0.004	0.003	0.004	314.325	0.043
590	350	319.424	319.046	319.742	0.004	0.004	0.004	317.973	0.022
595	350	321.042	320.809	321.330	0.004	0.004	0.004	319.719	0.022
600	350	363.765	363.192	364.713	0.004	0.004	0.004	361.526	0.033
605	350	385.574	383.927	388.337	0.004	0.004	0.004	381.637	0.044
610	350	383.817	382.595	385.080	0.004	0.004	0.004	380.347	0.043
615	350	381.661	379.666	383.201	0.004	0.004	0.004	376.487	0.040
620	350	334.198	332.366	335.695	0.006	0.004	0.010	332.270	0.024
625	350	329.127	328.707	329.831	0.004	0.004	0.004	326.796	0.024
630	350	327.805	327.345	328.479	0.004	0.004	0.004	326.296	0.023
635	350	328.834	328.371	329.512	0.004	0.004	0.004	327.309	0.023
640	350	329.808	329.341	330.490	0.004	0.004	0.004	328.267	0.024
645	350	330.727	330.257	331.413	0.004	0.004	0.004	329.170	0.024
650	350	331.921	331.527	332.452	0.004	0.004	0.004	330.426	0.024
655	350	332.399	331.923	333.094	0.004	0.004	0.004	330.811	0.024
660	350	333.316	332.918	333.852	0.004	0.004	0.004	331.794	0.024
665	350	334.264	333.863	334.802	0.004	0.004	0.004	332.727	0.025
670	350	335.161	334.758	335.702	0.004	0.004	0.004	333.609	0.025
675	350	336.009	335.603	336.552	0.004	0.004	0.004	334.442	0.025
680	350	336.806	336.398	337.352	0.004	0.004	0.004	335.224	0.025
685	350	337.554	337.143	338.102	0.004	0.004	0.004	335.957	0.025
690	350	338.511	338.097	339.062	0.004	0.004	0.004	336.899	0.026
695	350	339.248	339.006	339.714	0.004	0.004	0.004	337.534	0.026
700	350	340.025	339.607	340.581	0.005	0.004	0.006	338.383	0.026
705	350	340.683	340.222	341.403	0.007	0.004	0.012	339.188	0.026
710	350	341.558	341.196	342.180	0.004	0.004	0.004	339.948	0.026
715	350	341.699	340.263	342.912	0.005	0.004	0.006	340.662	0.026
720	350	343.107	342.696	343.874	0.006	0.004	0.010	341.423	0.027
725	350	343.608	342.606	344.638	0.004	0.004	0.005	342.352	0.027
730	350	344.547	344.113	345.118	0.004	0.004	0.004	342.815	0.027
735	350	345.381	344.945	345.954	0.004	0.004	0.004	343.634	0.027
740	350	346.175	345.736	346.751	0.004	0.004	0.004	344.413	0.027
745	350	346.737	346.201	347.507	0.004	0.004	0.004	344.961	0.028
750	350	347.450	346.910	348.224	0.004	0.004	0.004	345.658	0.028
755	350	348.122	347.579	348.900	0.004	0.004	0.004	346.315	0.028
760	350	348.951	348.502	349.537	0.004	0.004	0.004	347.129	0.028
765	350	349.545	349.094	350.133	0.004	0.004	0.004	347.708	0.028
770	350	350.099	349.645	350.690	0.004	0.004	0.004	348.247	0.028
775	350	350.915	350.459	351.508	0.004	0.004	0.004	349.048	0.029
780	350	351.391	350.933	351.987	0.004	0.004	0.005	349.509	0.029
785	350	352.135	351.674	352.733	0.004	0.004	0.004	350.238	0.029
790	350	352.217	351.899	352.535	0.004	0.004	0.004	350.361	0.058
795	350	352.826	352.256	353.637	0.004	0.004	0.004	350.902	0.029
800	350	353.460	352.887	354.276	0.004	0.004	0.004	351.522	0.030
805	350	354.059	353.483	354.879	0.004	0.004	0.004	352.106	0.030
810	350	354.624	354.044	355.448	0.004	0.004	0.005	352.656	0.030
815	350	355.368	354.892	355.981	0.004	0.004	0.004	353.385	0.030
820	350	355.864	355.385	356.480	0.004	0.004	0.004	353.866	0.030
825	350	356.434	355.844	357.270	0.004	0.004	0.004	354.421	0.030
830	350	357.080	356.597	357.701	0.004	0.004	0.004	355.052	0.031
835	350	357.474	356.988	358.097	0.004	0.004	0.004	355.431	0.031
840	350	358.167	357.678	358.793	0.004	0.004	0.004	356.109	0.031
845	350	358.605	358.002	359.458	0.004	0.004	0.005	356.532	0.031
850	350	359.123	358.630	359.754	0.004	0.004	0.004	357.035	0.031
855	350	359.724	359.228	360.357	0.004	0.004	0.004	357.621	0.032
860	350	360.294	359.796	360.930	0.004	0.004	0.004	358.177	0.032
865	350	360.835	360.334	361.473	0.004	0.004	0.004	358.702	0.064
870	350	361.345	360.842	361.986	0.004	0.004	0.004	359.198	0.064
875	350	361.826	361.320	362.469	0.004	0.004	0.004	359.663	0.032
880	350	362.276	361.768	362.922	0.004	0.004	0.004	360.099	0.032
885	350	362.816	362.186	363.702	0.004	0.004	0.004	360.623	0.033
890	350	363.565	363.289	364.098	0.004	0.004	0.004	361.239	0.033
895	350	363.810	363.294	364.463	0.004	0.004	0.004	361.587	0.033
900	350	364.264	363.624	365.163	0.004	0.004	0.004	362.027	0.033
905	350	364.813	364.292	365.471	0.004	0.004	0.004	362.561	0.033
910	350	365.211	364.565	366.119	0.004	0.004	0.004	362.944	0.034
915	350	365.411	364.638	366.198	0.004	0.004	0.004	362.886	0.034
920	350	366.298	365.770	366.964	0.004	0.004	0.004	364.001	0.034
925	350	366.614	365.958	367.534	0.004	0.004	0.004	364.303	0.034
930	350	367.029	366.495	367.700	0.004	0.004	0.004	364.702	0.034
935	350	367.246	366.456	368.046	0.004	0.004	0.005	364.654	0.034
940	350	368.034	367.495	368.710	0.004	0.004	0.004	365.677	0.035
945	350	368.499	367.958	369.177	0.004	0.004	0.004	366.127	0.035
950	350	368.939	368.395	369.620	0.004	0.004	0.004	366.552	0.035
955	350	369.354	368.808	370.037	0.004	0.004	0.004	366.952	0.035
960	350	369.744	369.195	370.430	0.004	0.004	0.004	367.327	0.035
965	350	370.109	369.558	370.797	0.004	0.004	0.004	367.677	0.036
970	350	370.582	369.895	371.539	0.005	0.004	0.007	368.136	0.036
975	350	370.897	370.207	371.859	0.004	0.004	0.004	368.436	0.036
980	350	371.458	370.900	372.154	0.004	0.004	0.004	368.982	0.036
985	350	372.299	371.736	373.000	0.004	0.004	0.005	369.802	0.036
990	350	371.968	371.405	372.669	0.004	0.004	0.004	369.599	0.037
995	350	372.460	372.032	372.889	0.004	0.004	0.004	370.077	0.037
1000	350	372.793	372.224	373.499	0.004	0.004	0.004	370.395	0.037
1005	350	373.241	372.809	373.671	0.004	0.004	0.004	370.829	0.037
1010	350	373.527	372.954	374.238	0.004	0.004	0.004	371.101	0.037
1015	350	373.931	373.496	374.363	0.004	0.004	0.004	371.491	0.037
1020	350	374.455	374.018	374.888	0.004	0.004	0.004	372.001	0.038
1025	350	374.674	374.093	375.392	0.004	0.004	0.004	372.206	0.038
1030	350	375.156	374.572	375.877	0.004	0.004	0.004	372.674	0.038
1035	350	375.474	375.032	375.909	0.004	0.004	0.004	372.977	0.038
1040	350	375.915	375.471	376.351	0.004	0.004	0.005	373.405	0.038
1045	350	376.336	375.891	376.773	0.004	0.004	0.004	373.812	0.039
1050	350	376.737	376.290	377.175	0.004	0.004	0.004	374.199	0.039
1055	350	376.824	376.228	377.557	0.004	0.004	0.004	374.271	0.039
1060	350	377.183	376.585	377.919	0.004	0.004	0.004	374.617	0.039
1065	350	377.523	376.922	378.261	0.004	0.004	0.004	374.942	0.039
1070	350	378.142	377.688	378.583	0.004	0.004	0.004	375.547	0.039
1075	350	378.443	377.988	378.885	0.004	0.004	0.004	375.834	0.040
1080	350	378.724	378.267	379.167	0.004	0.004	0.005	376.101	0.040
1085	350	378.985	378.527	379.429	0.004	0.004	0.004	376.348	0.040
1090	350	379.380	378.766	380.131	0.004	0.004	0.004	376.728	0.040
1095	350	379.602	378.986	380.355	0.004	0.004	0.004	376.936	0.040
1100	350	380.113	379.650	380.560	0.004	0.004	0.004	377.434	0.041
1105	350	380.297	379.832	380.744	0.004	0.004	0.004	377.603	0.041
1110	350	380.617	379.994	381.378	0.004	0.004	0.004	377.910	0.041
1115	350	381.076	380.608	381.525	0.004	0.004	0.004	378.355	0.041
1120	350	381.202	380.732	381.652	0.004	0.004	0.004	378.467	0.041
1125	350	381.468	380.837	382.236	0.004	0.004	0.004	378.718	0.041
1130	350	381.874	381.401	382.326	0.004	0.004	0.004	379.110	0.042
1135	350	382.104	381.468	382.877	0.004	0.004	0.004	379.326	0.042
1140	350	382.476	381.999	382.929	0.004	0.004	0.004	379.684	0.042
1145	350	382.670	382.029	383.448	0.004	0.004	0.004	379.863	0.042
1150	350	383.008	382.528	383.463	0.004	0.004	0.004	380.188	0.042
1155	350	383.494	383.012	383.949	0.004	0.004	0.004	380.659	0.043
1160	350	383.635	382.986	384.421	0.004	0.004	0.004	380.786	0.043
1165	350	383.923	383.438	384.380	0.004	0.004	0.004	381.060	0.043
1170	350	384.361	383.874	384.819	0.004	0.004	0.004	381.484	0.043
1175	350	384.450	383.794	385.243	0.004	0.004	0.004	381.559	0.043
